Alpha_0.1,Alpha_1,Alpha_10,Features
105.42741137616345,0.0,-0.0,Week_Num_23
136.18913761027122,0.0,0.0,Week_Num_24
122.88591064034779,0.0,0.0,Week_Num_25
95.34302020866365,8.505404870048288,0.0,Week_Num_26
-0.0,0.0,0.0,Week_Num_27
-6.830796947190613,-0.0,0.0,Week_Num_28
-0.0,-0.0,0.0,Week_Num_29
181.67197049052714,84.69608658966888,0.0,Week_Num_30
19.871659850949857,-0.0,-0.0,Week_Num_31
-108.97901124042568,-0.0,-0.0,Week_Num_32
-103.91313946363161,-8.92418653957652,-0.0,Week_Num_33
-44.48724167864358,-0.0,-0.0,Week_Num_34
49.056650391423375,31.745257251005132,-0.0,Week_Num_35
118.60608967814962,0.0,-0.0,Week_Num_36
98.05210003241496,-0.0,-0.0,Week_Num_37
94.32968389915821,0.0,-0.0,Week_Num_38
64.07551767368955,0.0,-0.0,Week_Num_39
48.472201252598005,-0.0,-0.0,Week_Num_40
-82.12883790361553,-76.5471581175234,-0.0,Week_Num_41
-121.27157184389965,-120.94407625568208,-0.0,Week_Num_42
682.4006154196118,311.6769825203176,0.0,Week_Num_43
85.82418976217578,0.0,-0.0,Week_Num_44
174.67306196982233,44.677640387406996,0.0,Week_Num_45
282.1689383094566,156.07405967718032,0.0,Week_Num_46
434.39080571397807,345.01111398518185,0.0,Week_Num_47
609.869369123831,527.0426090472349,0.0,Week_Num_48
877.8997523371343,784.7872534732866,45.842946954816846,Week_Num_49
1196.7437032869088,1098.4211227960627,343.1714988679288,Week_Num_50
1816.7313780109823,1683.1602038519973,847.2757019612314,Week_Num_51
1441.1894736533507,1331.853988778464,515.1357812427439,Week_Num_52
-338.8398882288667,-0.0,-0.0,Week_Num_53
